"Region","IncidentNumber","Date","Time","Location","Duration","AttendingStations","Result"
"Central","F3943263","26/03/2024","10:02:42","MOUNT COOK WELLINGTON CITY",NA,"Newtown, Wellington City, Brooklyn","7100: FALSE ALARM (STRU)"
"Central","F3943272","26/03/2024","10:13:10","AHURIRI NAPIER CITY",NA,"Napier","7100: FALSE ALARM (STRU)"
"Central","F3943274","26/03/2024","10:14:30","BIRCHVILLE UPPER HUTT CITY",NA,"Remutaka, Trentham","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC)"
"Central","F3943293","26/03/2024","10:26:34","WHANGANUI WHANGANUI DISTRICT",NA,"Whanganui","7100: FALSE ALARM (STRU)"
"Central","F3943300","26/03/2024","10:33:41","PARAPARAUMU KAPITI COAST DISTRICT",NA,"Johnsonville, Porirua","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (EXERCISE)"
"Central","F3943310","26/03/2024","10:39:10","WESTOWN NEW PLYMOUTH DISTRICT",NA,"New Plymouth","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"Central","F3943324","26/03/2024","10:48:11","MARTINBOROUGH SOUTH WAIRARAPA DISTRICT",NA,"Martinborough","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3943338","26/03/2024","10:59:28","KURIPUNI MASTERTON DISTRICT",NA,"Masterton","7100: FALSE ALARM (STRU)"
"Central","F3943364","26/03/2024","11:32:25","UPPER HUTT CENTRAL UPPER HUTT CITY",NA,"Remutaka, Trentham","7100: FALSE ALARM (STRU)"
"Central","F3943375","26/03/2024","11:44:12","HERETAUNGA UPPER HUTT CITY",NA,"Silverstream, Trentham, Remutaka","7100: FALSE ALARM (STRU)"
"Central","F3943405","26/03/2024","12:05:33","FAIRFIELD LOWER HUTT CITY",NA,"Avalon","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3943421","26/03/2024","12:21:26","MANGAWEKA RANGITIKEI DISTRICT",NA,"Taihape","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"Central","F3943451","26/03/2024","12:51:02","PALMERSTON NORTH PALMERSTON NORTH CITY",NA,"Palmerston North","7100: FALSE ALARM (SPRNKLR)"
"Central","F3943452","26/03/2024","12:51:59","HUNTERVILLE RANGITIKEI DISTRICT",NA,"Hunterville, Marton","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"Central","F3943465","26/03/2024","13:04:50","WAERENGAAHIKA GISBORNE DISTRICT",NA,"Gisborne","1300: VEGETATION FIRE (MIN)"
"Central","F3943481","26/03/2024","13:21:48","LEVIN HOROWHENUA DISTRICT",NA,"Levin","7100: FALSE ALARM (STRU)"
"Central","F3943493","26/03/2024","13:33:12","EPUNI LOWER HUTT CITY",NA,"Avalon","7100: FALSE ALARM (SPRNKLR)"
"Central","F3943509","26/03/2024","13:44:17","LEVIN HOROWHENUA DISTRICT",NA,"Levin","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZGAS)"
"Central","F3943512","26/03/2024","13:45:37","WELLINGTON CENTRAL WELLINGTON CITY",NA,"Thorndon, Wellington City","7100: FALSE ALARM (SPRNKLR)"
"Central","F3943520","26/03/2024","13:51:07","TAKAPU VALLEY WELLINGTON CITY",NA,"Porirua, Johnsonville, Tawa","7100: FALSE ALARM (STRU)"
"Central","F3943522","26/03/2024","13:52:08","CASTLECLIFF WHANGANUI DISTRICT",NA,"Whanganui","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3943543","26/03/2024","14:09:55","AHURIRI NAPIER CITY",NA,"Napier","7100: FALSE ALARM (STRU)"
"Central","F3943564","26/03/2024","14:31:53","WELLINGTON CENTRAL WELLINGTON CITY",NA,"Thorndon, Wellington City, Brooklyn","7100: FALSE ALARM (HAZGAS)"
"Central","F3943569","26/03/2024","14:38:42","DANNEVIRKE TARARUA DISTRICT",NA,"Dannevirke","7100: FALSE ALARM (STRU)"
"Central","F3943576","26/03/2024","14:57:25","MOUNT COOK WELLINGTON CITY",NA,"Newtown, Kilbirnie","7100: FALSE ALARM (SPRNKLR)"
"Central","F3943579","26/03/2024","14:59:36","TRENTHAM UPPER HUTT CITY",NA,"Trentham","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)"
"Central","F3943591","26/03/2024","15:13:35","MOKOIA SOUTH TARANAKI DISTRICT",NA,"Hawera","7100: FALSE ALARM (MVCRESC)"
"Central","F3943595","26/03/2024","15:19:16","TAWA WELLINGTON CITY",NA,"Tawa","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3943602","26/03/2024","15:28:05","MANGAPAPA GISBORNE DISTRICT",NA,"Gisborne","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3943621","26/03/2024","15:50:40","GREYTOWN SOUTH WAIRARAPA DISTRICT",NA,"Greytown","7100: FALSE ALARM (STRU)"
"Central","F3943632","26/03/2024","16:08:50","AUKOPAE RUAPEHU DISTRICT",NA,"Taumarunui","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"Central","F3943636","26/03/2024","16:13:55","HUTT CENTRAL LOWER HUTT CITY",NA,"Avalon","7100: FALSE ALARM (STRU)"
"Central","F3943637","26/03/2024","16:19:42","UPPER HUTT CENTRAL UPPER HUTT CITY",NA,"Remutaka","7100: FALSE ALARM (STRU)"
"Central","F3943641","26/03/2024","16:23:32","NUHAKA WAIROA DISTRICT",NA,"Nuhaka","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3943662","26/03/2024","16:42:10","WAIWHARE HASTINGS DISTRICT",NA,"Waiwhare","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"Central","F3943671","26/03/2024","16:56:48","ELGIN GISBORNE DISTRICT",NA,"Gisborne","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3943684","26/03/2024","17:22:04","PIPITEA WELLINGTON CITY",NA,"Thorndon","7100: FALSE ALARM (STRU)"
"Central","F3943689","26/03/2024","17:40:19","PARAPARAUMU KAPITI COAST DISTRICT",NA,"Paraparaumu, Remutaka, Kilbirnie, Waikanae",""
"Central","F3943691","26/03/2024","17:48:45","HASTINGS HASTINGS DISTRICT",NA,"Hastings","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3943699","26/03/2024","17:57:47","WAIPAWA CENTRAL HAWKES BAY DISTRICT",NA,"Waipawa","1300: VEGETATION FIRE (STRU)"
"Central","F3943711","26/03/2024","18:26:04","HIGHBURY PALMERSTON NORTH CITY",NA,"Palmerston North","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3943724","26/03/2024","18:45:38","CAMBERLEY HASTINGS DISTRICT",NA,"Hastings","7100: FALSE ALARM (STRU)"
"Central","F3943726","26/03/2024","18:46:28","CASTLECLIFF WHANGANUI DISTRICT",NA,"Whanganui","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3943739","26/03/2024","19:09:22","MARTINBOROUGH SOUTH WAIRARAPA DISTRICT",NA,"Martinborough","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3943757","26/03/2024","19:32:55","FEILDING MANAWATU DISTRICT",NA,"Feilding","1100: STRUCTURE FIRE (STRU)"
"Central","F3943769","26/03/2024","19:49:41","WELBOURN NEW PLYMOUTH DISTRICT",NA,"New Plymouth","7100: FALSE ALARM (SPRNKLR)"
"Central","F3943775","26/03/2024","20:02:38","PAPARANGI WELLINGTON CITY",NA,"Johnsonville, Newlands","1500: MISCELLANEOUS FIRE (STRU)"
"Central","F3943783","26/03/2024","20:19:35","LONGLANDS HASTINGS DISTRICT",NA,"Hastings","1200: MOBILE PROPERTY FIRE (MIN)"
"Central","F3943783","26/03/2024","20:19:35","LONGLANDS HASTINGS DISTRICT",NA,"Hastings","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3943787","26/03/2024","20:29:40","TARADALE NAPIER CITY",NA,"Taradale, Napier","7100: FALSE ALARM (STRU)"
"Central","F3943804","26/03/2024","21:06:39","WELLINGTON CENTRAL WELLINGTON CITY",NA,"Wellington City, Thorndon, Brooklyn, Karori","1500: MISCELLANEOUS FIRE (STRU)"
"Central","F3943821","26/03/2024","21:46:01","MARTINBOROUGH SOUTH WAIRARAPA DISTRICT",NA,"Martinborough","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3943825","26/03/2024","21:59:48","MIKIMIKI MASTERTON DISTRICT",NA,"Masterton","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3943838","26/03/2024","22:26:26","TARADALE NAPIER CITY",NA,"Taradale, Napier","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3943036","26/03/2024","01:05:11","RICHMOND TASMAN DISTRICT",NA,"Richmond","7100: FALSE ALARM (SPRNKLR)"
"Central","F3943042","26/03/2024","01:45:18","WOOLSTON CHRISTCHURCH CITY",NA,"Woolston, Christchurch City","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"Central","F3943054","26/03/2024","03:20:51","MATAURA GORE DISTRICT",NA,"Mataura","7100: FALSE ALARM (STRU)"
"Central","F3943057","26/03/2024","04:28:22","SPREYDON CHRISTCHURCH CITY",NA,"Spreydon","1500: MISCELLANEOUS FIRE (STRU)"
"Central","F3943081","26/03/2024","07:10:24","ROCKDALE INVERCARGILL CITY",NA,"Kingswell","1200: MOBILE PROPERTY FIRE (MIN)"
"Central","F3943086","26/03/2024","07:26:28","ARROW JUNCTION QUEENSTOWN-LAKES DISTRICT",NA,"Arrowtown","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"Central","F3943100","26/03/2024","07:54:20","WAINONI CHRISTCHURCH CITY",NA,"Anzac, Woolston","7100: FALSE ALARM (STRU)"
"Central","F3943103","26/03/2024","07:58:04","HARWOOD DUNEDIN CITY",NA,"Portobello","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3943109","26/03/2024","08:03:05","SUMNER CHRISTCHURCH CITY",NA,"Woolston, Sumner","1300: VEGETATION FIRE (VEG)"
"Central","F3943115","26/03/2024","08:13:32","MCLEANS ISLAND CHRISTCHURCH CITY",NA,"Christchurch Airport, Redwood","7100: FALSE ALARM (STRU)"
"Central","F3943116","26/03/2024","08:15:49","CHRISTCHURCH CENTRAL CHRISTCHURCH CITY",NA,"Christchurch City","7100: FALSE ALARM (SPRNKLR)"
"Central","F3943126","26/03/2024","08:29:20","LE BONS BAY CHRISTCHURCH CITY",NA,"Akaroa","1500: MISCELLANEOUS FIRE (VEG)"
"Central","F3943139","26/03/2024","08:42:03","SOUTH DUNEDIN DUNEDIN CITY",NA,"St Kilda","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3943142","26/03/2024","08:42:50","SOMERFIELD CHRISTCHURCH CITY",NA,"Spreydon","7100: FALSE ALARM (SPRNKLR)"
"Central","F3943162","26/03/2024","08:53:49","GERALDINE TIMARU DISTRICT",NA,"Geraldine","1100: STRUCTURE FIRE (STRU)"
"Central","F3943264","26/03/2024","10:06:04","DUNEDIN CENTRAL DUNEDIN CITY",NA,"Dunedin, Willowbank","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (STRU)"
"Central","F3943281","26/03/2024","10:19:43","WANAKA QUEENSTOWN-LAKES DISTRICT",NA,"Wanaka","1100: STRUCTURE FIRE (STRU)"
"Central","F3943298","26/03/2024","10:32:33","RANGIORA WAIMAKARIRI DISTRICT",NA,"Rangiora","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3943326","26/03/2024","10:46:05","METHVEN ASHBURTON DISTRICT",NA,"Methven","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
"Central","F3943333","26/03/2024","10:57:28","ARANUI CHRISTCHURCH CITY",NA,"Woolston","1100: STRUCTURE FIRE (MIN)"
"Central","F3943348","26/03/2024","11:07:54","ROCKDALE INVERCARGILL CITY",NA,"Invercargill, Kingswell","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (STRU)"
"Central","F3943350","26/03/2024","11:14:20","SPREYDON CHRISTCHURCH CITY",NA,"Spreydon","7100: FALSE ALARM (SPRNKLR)"
"Central","F3943368","26/03/2024","11:32:39","OAMARU WAITAKI DISTRICT",NA,"Oamaru","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"Central","F3943371","26/03/2024","11:39:20","COMPANY BAY DUNEDIN CITY",NA,"St Kilda","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3943383","26/03/2024","11:46:39","WARRINGTON DUNEDIN CITY",NA,"Waitati","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (STRU)"
"Central","F3943437","26/03/2024","12:36:31","OAMARU NORTH WAITAKI DISTRICT",NA,"Oamaru, Weston","7100: FALSE ALARM (STRU)"
"Central","F3943449","26/03/2024","12:50:43","FRANKTON QUEENSTOWN-LAKES DISTRICT",NA,"Frankton","7100: FALSE ALARM (STRU)"
"Central","F3943461","26/03/2024","12:59:07","LINCOLN SELWYN DISTRICT",NA,"Lincoln","7100: FALSE ALARM (STRU)"
"Central","F3943514","26/03/2024","13:46:05","BLENHEIM MARLBOROUGH DISTRICT",NA,"Blenheim","7100: FALSE ALARM (MIN)"
"Central","F3943519","26/03/2024","13:50:29","CLANDEBOYE TIMARU DISTRICT",NA,"Temuka, Washdyke, Geraldine","7100: FALSE ALARM (SPRNKLR)"
"Central","F3943573","26/03/2024","14:44:07","MAITAI NELSON CITY",NA,"Nelson","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3943586","26/03/2024","15:07:25","DUNEDIN CENTRAL DUNEDIN CITY",NA,"Dunedin, Lookout Point","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"Central","F3943600","26/03/2024","15:24:36","BLENHEIM MARLBOROUGH DISTRICT",NA,"Blenheim","7100: FALSE ALARM (SPRNKLR)"
"Central","F3943604","26/03/2024","15:28:59","KENSINGTON DUNEDIN CITY",NA,"Lookout Point","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"Central","F3943651","26/03/2024","16:32:24","HEIDELBERG INVERCARGILL CITY",NA,"Kingswell","7100: FALSE ALARM (MIN)"
"Central","F3943682","26/03/2024","17:20:19","LONG BEACH DUNEDIN CITY",NA,"Port Chalmers","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3943690","26/03/2024","17:50:31","MERIVALE CHRISTCHURCH CITY",NA,"Christchurch City","7100: FALSE ALARM (SPRNKLR)"
"Central","F3943703","26/03/2024","18:09:11","SOUTHBRIDGE SELWYN DISTRICT",NA,"Southbridge","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3943720","26/03/2024","18:39:37","NORTH DUNEDIN DUNEDIN CITY",NA,"Willowbank, Dunedin","7100: FALSE ALARM (STRU)"
"Central","F3943738","26/03/2024","19:06:26","ADDINGTON CHRISTCHURCH CITY",NA,"Spreydon, Christchurch City","1200: MOBILE PROPERTY FIRE (STRU)"
"Central","F3943756","26/03/2024","19:31:16","HAREWOOD CHRISTCHURCH CITY",NA,"Redwood","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3943768","26/03/2024","19:44:33","WILLOWBY ASHBURTON DISTRICT",NA,"Ashburton","1300: VEGETATION FIRE (VEG)"
"Central","F3943779","26/03/2024","20:15:48","NORTH DUNEDIN DUNEDIN CITY",NA,"Willowbank","7100: FALSE ALARM (MIN)"
"Central","F3943813","26/03/2024","21:26:39","CHRISTCHURCH CENTRAL CHRISTCHURCH CITY",NA,"Christchurch City","7100: FALSE ALARM (STRU)"
"Central","F3943824","26/03/2024","21:59:20","SMITHFIELD TIMARU DISTRICT",NA,"Washdyke, Timaru","7100: FALSE ALARM (STRU)"
"Central","F3943830","26/03/2024","22:02:29","ANDERSONS BAY DUNEDIN CITY",NA,"St Kilda","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3943842","26/03/2024","22:40:01","BURWOOD CHRISTCHURCH CITY",NA,"Anzac","1100: STRUCTURE FIRE (STRU)"
"Central","F3943846","26/03/2024","23:15:05","WAIKARI HURUNUI DISTRICT",NA,"Waikari","1100: STRUCTURE FIRE (MIN)"
"Central","F3943848","26/03/2024","23:32:20","WAIKERIKERI CENTRAL OTAGO DISTRICT",NA,"Cromwell","1300: VEGETATION FIRE (VEG)"
"Central","F3942310","25/03/2024","00:14:03","EAST TAMAKI AUCKLAND",NA,"Otara, Otahuhu","7100: FALSE ALARM (STRU)"
"Central","F3942312","25/03/2024","00:23:57","REMUERA AUCKLAND",NA,"Remuera","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942313","25/03/2024","00:24:25","HILLCREST HAMILTON CITY",NA,"Hamilton, Chartwell","7100: FALSE ALARM (STRU)"
"Central","F3942316","25/03/2024","00:47:54","KATIKATI WESTERN BAY OF PLENTY DISTRICT",NA,"Katikati","7100: FALSE ALARM (STRU)"
"Central","F3942318","25/03/2024","00:57:14","GRAFTON AUCKLAND",NA,"Auckland City, Parnell, Balmoral","7100: FALSE ALARM (STRU)"
"Central","F3942320","25/03/2024","01:14:48","AVONDALE AUCKLAND",NA,"Avondale, Te Atatu","7100: FALSE ALARM (STRU)"
"Central","F3942322","25/03/2024","02:09:31","CAMBRIDGE WAIPA DISTRICT",NA,"Cambridge","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3942324","25/03/2024","02:24:34","TAPU THAMES-COROMANDEL DISTRICT",NA,"Tapu","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3942325","25/03/2024","02:55:34","TUAKAU WAIKATO DISTRICT",NA,"Tuakau","7100: FALSE ALARM (MIN)"
"Central","F3942328","25/03/2024","03:34:56","RUAWAI KAIPARA DISTRICT",NA,"Ruawai","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3942330","25/03/2024","03:48:07","OTAHUHU AUCKLAND",NA,"Otahuhu, Papatoetoe, Otara","1100: STRUCTURE FIRE (STRU)"
"Central","F3942332","25/03/2024","03:53:17","GLEN INNES AUCKLAND",NA,"Saint Heliers","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942340","25/03/2024","05:46:08","ROSEDALE AUCKLAND",NA,"Albany, Takapuna","7100: FALSE ALARM (SPRNKLR)"
"Central","F3942344","25/03/2024","06:21:26","KAITAIA FAR NORTH DISTRICT",NA,"Kaitaia","1200: MOBILE PROPERTY FIRE (VEG)"
"Central","F3942345","25/03/2024","06:31:54","WAIOMU THAMES-COROMANDEL DISTRICT",NA,"Tapu","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3942349","25/03/2024","06:46:40","AUCKLAND CENTRAL AUCKLAND",NA,"Parnell, Auckland City","7100: FALSE ALARM (SPRNKLR)"
"Central","F3942371","25/03/2024","07:51:17","PAKURANGA HEIGHTS AUCKLAND",NA,"Howick","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC)"
"Central","F3942374","25/03/2024","07:58:22","CAMBRIDGE WAIPA DISTRICT",NA,"Cambridge","7100: FALSE ALARM (STRU)"
"Central","F3942387","25/03/2024","08:12:51","KEREPEHI HAURAKI DISTRICT",NA,"Ngatea","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"Central","F3942402","25/03/2024","08:28:48","MOEREWA FAR NORTH DISTRICT",NA,"Kawakawa","1100: STRUCTURE FIRE (STRU)"
"Central","F3942418","25/03/2024","08:43:09","MOUNT MAUNGANUI TAURANGA CITY",NA,"Mount Maunganui","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942419","25/03/2024","08:45:08","RUSSELL FAR NORTH DISTRICT",NA,"Russell","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)"
"Central","F3942423","25/03/2024","08:46:49","ROTOKAWA TAUPO DISTRICT",NA,"Taupo","7100: FALSE ALARM (STRU)"
"Central","F3942438","25/03/2024","08:59:32","EAST TAMAKI AUCKLAND",NA,"Otahuhu","7100: FALSE ALARM (STRU)"
"Central","F3942439","25/03/2024","09:01:25","OTARA AUCKLAND",NA,"Otara, Papatoetoe","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942442","25/03/2024","09:09:10","KELSTON AUCKLAND",NA,"Glen Eden","7100: FALSE ALARM (MIN)"
"Central","F3942461","25/03/2024","09:30:29","ROSEDALE AUCKLAND",NA,"Albany, Takapuna","7100: FALSE ALARM (STRU)"
"Central","F3942471","25/03/2024","09:40:10","WHANGAMATA THAMES-COROMANDEL DISTRICT",NA,"Whangamata","7100: FALSE ALARM (STRU)"
"Central","F3942472","25/03/2024","09:42:15","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Grey Lynn","7100: FALSE ALARM (STRU)"
"Central","F3942489","25/03/2024","10:01:49","GLEN EDEN AUCKLAND",NA,"Glen Eden","7100: FALSE ALARM (MIN)"
"Central","F3942511","25/03/2024","10:27:25","PENROSE AUCKLAND",NA,"Ellerslie, Otahuhu","7100: FALSE ALARM (STRU)"
"Central","F3942514","25/03/2024","10:29:43","MANGERE AUCKLAND",NA,"Mangere","7100: FALSE ALARM (STRU)"
"Central","F3942517","25/03/2024","10:32:57","OPAHEKE AUCKLAND",NA,"Papakura, Manurewa","7100: FALSE ALARM (STRU)"
"Central","F3942527","25/03/2024","10:46:16","KAIKOHE FAR NORTH DISTRICT",NA,"Kaikohe","7100: FALSE ALARM (STRU)"
"Central","F3942555","25/03/2024","11:12:03","PARNELL AUCKLAND",NA,"Parnell, Auckland City, Remuera","7100: FALSE ALARM (STRU)"
"Central","F3942564","25/03/2024","11:17:17","KIRIPAKA WHANGAREI DISTRICT",NA,"Whangarei","1200: MOBILE PROPERTY FIRE (MIN)"
"Central","F3942569","25/03/2024","11:19:50","MORRINSVILLE MATAMATA-PIAKO DISTRICT",NA,"Morrinsville","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3942573","25/03/2024","11:26:14","DEVONPORT AUCKLAND",NA,"Devonport","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942589","25/03/2024","11:42:08","MANGERE AUCKLAND",NA,"Mangere","7100: FALSE ALARM (SPRNKLR)"
"Central","F3942629","25/03/2024","12:12:44","RED BEACH AUCKLAND",NA,"Silverdale, East Coast Bays","7100: FALSE ALARM (SPRNKLR)"
"Central","F3942636","25/03/2024","12:17:42","ONEHUNGA AUCKLAND",NA,"Onehunga, Ellerslie","7100: FALSE ALARM (STRU)"
"Central","F3942642","25/03/2024","12:24:54","NARROW NECK AUCKLAND",NA,"Devonport","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3942644","25/03/2024","12:27:20","HILLSBOROUGH AUCKLAND",NA,"Mount Roskill","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3942652","25/03/2024","12:45:04","PAPAKURA AUCKLAND",NA,"Papakura","7100: FALSE ALARM (STRU)"
"Central","F3942655","25/03/2024","12:49:28","EPSOM AUCKLAND",NA,"Auckland City, Parnell, Balmoral","7100: FALSE ALARM (STRU)"
"Central","F3942689","25/03/2024","13:08:44","MOUNT ALBERT AUCKLAND",NA,"Grey Lynn, Balmoral, Parnell","7100: FALSE ALARM (STRU)"
"Central","F3942699","25/03/2024","13:17:13","AVONDALE AUCKLAND",NA,"Avondale, Glen Eden","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (STRU)"
"Central","F3942701","25/03/2024","13:20:04","BLOCKHOUSE BAY AUCKLAND",NA,"Grey Lynn, Parnell, Titirangi","7100: FALSE ALARM (STRU)"
"Central","F3942707","25/03/2024","13:27:59","WHANGAREI HEADS WHANGAREI DISTRICT",NA,"Whangarei Heads","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3942728","25/03/2024","13:46:13","MASSEY AUCKLAND",NA,"Te Atatu, West Harbour","7100: FALSE ALARM (STRU)"
"Central","F3942748","25/03/2024","14:11:04","COASTLANDS WHAKATANE DISTRICT",NA,"Whakatane","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3942750","25/03/2024","14:14:22","BELMONT AUCKLAND",NA,"Devonport, Takapuna","7100: FALSE ALARM (STRU)"
"Central","F3942758","25/03/2024","14:35:17","HENDERSON AUCKLAND",NA,"Te Atatu","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942769","25/03/2024","14:49:25","BIRKENHEAD AUCKLAND",NA,"Birkenhead, Takapuna","7100: FALSE ALARM (STRU)"
"Central","F3942772","25/03/2024","14:54:43","ALGIES BAY AUCKLAND",NA,"Mahurangi East","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942778","25/03/2024","14:59:43","BEACH HAVEN AUCKLAND",NA,"Takapuna, Albany","7100: FALSE ALARM (STRU)"
"Central","F3942795","25/03/2024","15:16:57","HAMILTON CENTRAL HAMILTON CITY",NA,"Hamilton","7100: FALSE ALARM (MIN)"
"Central","F3942800","25/03/2024","15:23:21","RUAKAKA WHANGAREI DISTRICT",NA,"Ruakaka","7100: FALSE ALARM (STRU)"
"Central","F3942805","25/03/2024","15:28:48","ARDMORE AUCKLAND",NA,"Papakura","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC)"
"Central","F3942814","25/03/2024","15:56:23","PINEHILL AUCKLAND",NA,"East Coast Bays","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3942827","25/03/2024","16:21:41","WARKWORTH AUCKLAND",NA,"Warkworth","7100: FALSE ALARM (STRU)"
"Central","F3942833","25/03/2024","16:29:11","BLOCKHOUSE BAY AUCKLAND",NA,"Avondale","7100: FALSE ALARM (MIN)"
"Central","F3942841","25/03/2024","16:43:27","PAPAKURA AUCKLAND",NA,"Papakura","7100: FALSE ALARM (SPRNKLR)"
"Central","F3942861","25/03/2024","17:28:25","HAMILTON EAST HAMILTON CITY",NA,"Hamilton, Chartwell","7100: FALSE ALARM (SPRNKLR)"
"Central","F3942863","25/03/2024","17:31:24","AUCKLAND CENTRAL AUCKLAND",NA,"Parnell, Auckland City","7100: FALSE ALARM (SPRNKLR)"
"Central","F3942867","25/03/2024","17:40:57","OTARA AUCKLAND",NA,"Otara","1500: MISCELLANEOUS FIRE (STRU)"
"Central","F3942868","25/03/2024","17:42:49","KAWHIA OTOROHANGA DISTRICT",NA,"Kawhia","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3942870","25/03/2024","17:39:24","MARSDEN POINT WHANGAREI DISTRICT",NA,"Ruakaka","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (EXERCISE)"
"Central","F3942882","25/03/2024","18:09:43","MANGERE EAST AUCKLAND",NA,"Mangere","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3942885","25/03/2024","18:19:28","DARGAVILLE KAIPARA DISTRICT",NA,"Dargaville","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCHEVY)"
"Central","F3942889","25/03/2024","18:24:43","TE AWAMUTU WAIPA DISTRICT",NA,"Te Awamutu, Pirongia","1100: STRUCTURE FIRE (STRU)"
"Central","F3942891","25/03/2024","18:25:01","CAMBRIDGE WAIPA DISTRICT",NA,"Cambridge","1300: VEGETATION FIRE (VEG)"
